SpeechID_PK,PlayID_FK,CharacterID_FK,Character_name,Speech_towards,Speech_Lines
S1004097,P002,C0018,HAL,,Then she's unintelligent? Is that it?
S1004099,P002,C0018,HAL,,"If, as you claim, your wife is a woman, you certainly need a larger income."
S1004101,P002,C0018,HAL,,I'm about to suggest bribery.
S1004103,P002,C0018,HAL,,Twenty per cent.
S1004105,P002,C0018,HAL,,Twenty-five it is.
S1004118,P002,C0018,HAL,,You'll be glad to know that my mother is back in her last resting-place.
S1004121,P002,C0018,HAL,,You'd better have these as well.
S1004129,P002,C0018,HAL,,"If you wish to arrest my dad, you'll find me an exemplary witness."
S1004159,P002,C0018,HAL,,Except pregnancy.
S1004163,P002,C0018,HAL,,It's comforting to know that the police can still be relied upon when we're in trouble.
S1004165,P002,C0018,HAL,,Why?
S1003232,P002,C0019,DENNIS,,"Good afternoon. I don't want to be too formal on this sad occasion, but would you like to view the deceased for the last time?"
S1003234,P002,C0019,DENNIS,,A charming suggestion. (To Mcleavy) If you'll be making your last good-byes while I give them a hand?
S1003245,P002,C0019,DENNIS,,The large harp we've placed on top of the motor. On the coffin we thought just the spray of heather from her homeland.
S1003247,P002,C0019,DENNIS,,Yes.
S1003249,P002,C0019,DENNIS,,My life insurance has matured.
S1003250,P002,C0019,DENNIS,,"The repair bill will be steep. We're insured, of course."
S1003252,P002,C0019,DENNIS,,No.
S1003254,P002,C0019,DENNIS,,No.
S1003256,P002,C0019,DENNIS,,"I'm concerned with the actual furnishings damaged – I mean, the inside of the average casket is a work of art – time and labour, oh, it makes you weep."
S1003258,P002,C0019,DENNIS,,It broke my heart. Dust and rubble.
S1003260,P002,C0019,DENNIS,,How?
S1003264,P002,C0019,DENNIS,,"We'll be leaving in a short time, Mr Mcleavy. I'd like to satisfy myself that everything is as it should be. We pride ourselves on the service."
S1003270,P002,C0019,DENNIS,,I'm going to batten down the hatches now.
S1003271,P002,C0019,DENNIS,,Lock the door.
S1003273,P002,C0019,DENNIS,,Put a chair under the handle. We're in trouble
S1003275,P002,C0019,DENNIS,,This morning. Knocked us up they did. Turning over every bleeding thing.
S1003277,P002,C0019,DENNIS,,"swore blindThey asked me who my associate was. I I never knew what they were on about. ’Course, it's only a matter of time before they're round here."
S1003279,P002,C0019,DENNIS,,"Might be on their way now. (He begins to screw down the lid of the coffin) Don't want a last squint, do you? No? Where's the money?"
S1003281,P002,C0019,DENNIS,,"See? Painful. Oh, painful. We were a laughing-stock in criminal circles. Banned from that club with the spade dancer."
S1003283,P002,C0019,DENNIS,,We wouldn't have been nicked if you'd kept your mouth shut. Making us look ridiculous by telling the truth. Why can't you lie like a normal man?
S1003285,P002,C0019,DENNIS,,Not when it was in use.
S1003287,P002,C0019,DENNIS,,It's never crossed anybody's mind.
S1003290,P002,C0019,DENNIS,,Cared for you. Washed your nappies. You'd be some kind of monster.
S1003292,P002,C0019,DENNIS,,Won't she rot it? The body juices? I can't believe it's possible.
S1003294,P002,C0019,DENNIS,,There's no room.
S1003295,P002,C0019,DENNIS,,Seems a shame really. The embalmers have done a lovely job.
S1003297,P002,C0019,DENNIS,,What will we do with the body?
S1003299,P002,C0019,DENNIS,,We'll have to get rid of that uniform.
S1003300,P002,C0019,DENNIS,,In order to avoid detection should her remains be discovered.
S1003303,P002,C0019,DENNIS,,Only if you're a Catholic.
S1003304,P002,C0019,DENNIS,,I'll undress her then. I don't believe in Hell.
S1003306,P002,C0019,DENNIS,,We'll do it after the funeral. Your dad'll be with the priest.
S1003308,P002,C0019,DENNIS,,I can't go to a brothel.
S1003310,P002,C0019,DENNIS,,I'm on the wagon. I'm trying to get up sufficient head of steam to marry.
S1003312,P002,C0019,DENNIS,,Your mum's nurse.
S1003314,P002,C0019,DENNIS,,An experienced woman is the finest thing that can happen to a lad. My dad swears by them.
S1003316,P002,C0019,DENNIS,,"Oh, no. She does it at any time. A typical member of the medical profession she is."
S1003318,P002,C0019,DENNIS,,Under that picture of the Sacred Heart. You've seen it?
S1003320,P002,C0019,DENNIS,,On Wednesday nights while you're training at St Edmund's gymnasium.
S1003322,P002,C0019,DENNIS,,"Yes. And he had me down the station for questioning. Gave me a rabbit punch. No, I'm a liar. A rabbit-type punch. Winded me. Took me by the cobblers. Oh, ‘strewth, it made me bad."
S1003324,P002,C0019,DENNIS,,"He said he was from the sanitary people. My dad let him in. ’Course, I recognized him at once."
S1003326,P002,C0019,DENNIS,,Yes.
S1003328,P002,C0019,DENNIS,,Nothing. He kept on about testing the water supply. I asked him if he had a warrant. He said the water board didn't issue warrants.
S1003330,P002,C0019,DENNIS,,I did.
S1003332,P002,C0019,DENNIS,,They said that one of their men called Truscott was at our house and why didn't we complain to him?
S1003334,P002,C0019,DENNIS,,He said he was from the water board. My nerves were in shreds by the end of it.
S1003336,P002,C0019,DENNIS,,We're ready now.
S1003337,P002,C0019,DENNIS,,The exit of a loved one is always a painful experience.
S1003451,P002,C0019,DENNIS,,Would everybody like to get into the car? We'll have the priest effing and blinding if we're late.
S1003455,P002,C0019,DENNIS,,You could convert me.
S1003458,P002,C0019,DENNIS,,I came out without it.
S1003466,P002,C0019,DENNIS,,A fully productive life isn't possible with a man of Mr Mcleavy's age.
S1003470,P002,C0019,DENNIS,,"But she does! That's what's so humiliating. (He wipes his eyes with the back of his hand) Well, the funeral is off as far as I'm concerned."
S1003472,P002,C0019,DENNIS,,My auntie left it to me.
S1003474,P002,C0019,DENNIS,,I mean my uncle.
S1003475,P002,C0019,DENNIS,,"You make our life together impossible. Lie, can't you?"
S1003477,P002,C0019,DENNIS,,Try to control yourself. If I come back and find you've been telling the truth all afternoon – we're through!
S1003685,P002,C0019,DENNIS,,"Your wreaths have been blown to buggery, Mr Mcleavy We might manage a repair job on that big harp."
S1003690,P002,C0019,DENNIS,,"Oh, yes. We've found in the trade that an impression can be created with quite humble materials: a candle, half a yard of velvet and a bunch of anemones and the effect is of a lying in state."
S1003712,P002,C0019,DENNIS,,If you weren't responsible you wouldn't be given the power to behave as you do.
S1003714,P002,C0019,DENNIS,,Why?
S1003716,P002,C0019,DENNIS,,But a corpse is only attractive to another corpse.
S1003720,P002,C0019,DENNIS,,We've never involved a woman in anything unsavoury before.
S1003721,P002,C0019,DENNIS,,f of this money is mine. Will you marry me?
S1003724,P002,C0019,DENNIS,,My hands are trembling. It's excitement at the prospect of becoming engaged.
S1003743,P002,C0019,DENNIS,,Yes.
S1003745,P002,C0019,DENNIS,,Stealing overcoats and biting a policeman.
S1003747,P002,C0019,DENNIS,,Is that when birds say you've put them in the club?
S1003749,P002,C0019,DENNIS,,Five.
S1003751,P002,C0019,DENNIS,,I was putting it in the cupboard.
S1003753,P002,C0019,DENNIS,,To keep it hidden.
S1003757,P002,C0019,DENNIS,,Has it all been a leg-pull? My uncle did two years.
S1003759,P002,C0019,DENNIS,,Armed robbery.
S1003761,P002,C0019,DENNIS,,It used to be.
S1003763,P002,C0019,DENNIS,,I thought the law had been changed.
S1003765,P002,C0019,DENNIS,,You did.
S1003767,P002,C0019,DENNIS,,Just now. I thought there'd been a reappraisal of society's responsibilities towards the criminal.
S1003769,P002,C0019,DENNIS,,I've met so many.
S1003771,P002,C0019,DENNIS,,What bank job?
S1003773,P002,C0019,DENNIS,,Buried?
S1003777,P002,C0019,DENNIS,,Aren't you?
S1003779,P002,C0019,DENNIS,,You're the law! You gave me a kicking down the station.
S1003781,P002,C0019,DENNIS,,"Well, it's all in the day's work to you, isn't it?"
S1003784,P002,C0019,DENNIS,,The bank job.
S1003786,P002,C0019,DENNIS,,Yes.
S1003788,P002,C0019,DENNIS,,Yes.
S1003790,P002,C0019,DENNIS,,The officer in charge.
S1003792,P002,C0019,DENNIS,,Nothing.
S1003794,P002,C0019,DENNIS,,He was out of breath with kicking.
S1003796,P002,C0019,DENNIS,,My bruises.
S1003798,P002,C0019,DENNIS,,Resisting arrest.
S1003824,P002,C0019,DENNIS,,We were taking it outside.
S1003832,P002,C0019,DENNIS,,It isn't decent.
S1003865,P002,C0019,DENNIS,,We're not mediums.
S1003890,P002,C0019,DENNIS,,Is there a photo of the nurse?
S1003923,P002,C0019,DENNIS,,I've never seen you in adversity. It's an unforgettable experience. I love you. I'll wait for you for ever.
S1003927,P002,C0019,DENNIS,,I shall write to you. We're allowed one letter a week.
S1003936,P002,C0019,DENNIS,,"I have something to say which will be a shock to you, Inspector"
S1003937,P002,C0019,DENNIS,,After I'd reached the coffin I went back for the little casket As I reached it a violent explosion occurred. The lid of the casket was forced open and the contents dispersed.
S1003971,P002,C0019,DENNIS,,I gave it to her. A woman gave it to me as a souvenir.
S1003973,P002,C0019,DENNIS,,A special occasion.
S1003992,P002,C0019,DENNIS,,"Might I advise caution, Mr Mcleavy? From a professional point of view? The coffin took a pasting, you know."
S1004007,P002,C0019,DENNIS,,Catch him! He's going to faint.
S1004014,P002,C0019,DENNIS,,I was innocent till I met him.
S1004023,P002,C0019,DENNIS,,My pigeons will die if I'm nicked. There'll be nobody to feed them.
S1004048,P002,C0019,DENNIS,,What are we going to do with the money?
S1004050,P002,C0019,DENNIS,,Won't he want that?
S1004052,P002,C0019,DENNIS,,Why didn't we put it in there in the first place?
S1004054,P002,C0019,DENNIS,,"Oh, you've gone too far! Using my handkerchief for that. It was a birthday present."
S1004056,P002,C0019,DENNIS,,It's at times like this that I regret not being a Catholic.
S1004088,P002,C0019,DENNIS,,Will shesend us a telegram?
S1004120,P002,C0019,DENNIS,,We're ready for the eye now. If you'd like to assist us.
S1004132,P002,C0019,DENNIS,,I've never seen the view from the witness box. It'll be a new experience.
S1004155,P002,C0019,DENNIS,,"What will you charge him with, Inspector?"
S1004162,P002,C0019,DENNIS,,He has an open mind. In direct contrast to the usual run of civil servant.
S1003343,P002,C0017,TRUSCOTT,,Good afternoon.
S1003345,P002,C0017,TRUSCOTT,,I am attached to the metropolitan water board. I'm on a fact-finding tour of the area. I'd like to inspect your mains supply.
S1003347,P002,C0017,TRUSCOTT,,Is it?
S1003349,P002,C0017,TRUSCOTT,,Where?
S1003351,P002,C0017,TRUSCOTT,,"I suggest, then, that you find it, sir. Any property belonging to the council must be available on demand. The law is clear on that point."
S1003354,P002,C0017,TRUSCOTT,,Would he be willing to open it? I'd make it worth his while.
S1003356,P002,C0017,TRUSCOTT,,I see. (Chews his lip) Most significant. You'll be out of the house for some considerable time this afternoon?
S1003358,P002,C0017,TRUSCOTT,,"Thank you, miss. You've been a great help. (He smiles, goes to window) Who sent the large wreath that has been chosen to decorate the motor?"
S1003360,P002,C0017,TRUSCOTT,,"You wouldn't, miss. You had a strict upbringing."
S1003362,P002,C0017,TRUSCOTT,,You have a crucifix.
S1003365,P002,C0017,TRUSCOTT,,Your first husband damaged it.
S1003367,P002,C0017,TRUSCOTT,,At the end of which you shot him.
S1003368,P002,C0017,TRUSCOTT,,Not at all. Guesswork mostly. I won't bore you with the details. The incident happened at the Hermitage Private Hotel. Right?
S1003369,P002,C0017,TRUSCOTT,,My methods of deduction can be learned by anyone with a keen eye and a quick brain. When I shook your hand I felt a roughness on one of your wedding rings. A roughness I associate with powder burns and salt. The two together spell a gun and sea air. When found on a wedding ring only one solution is possible.
S1003371,P002,C0017,TRUSCOTT,,That particular hotel is notorious for tragedies of this kind. I took a chance which paid off.
S1003373,P002,C0017,TRUSCOTT,,Your first was shot. Your second collapsed whilst celebrating the anniversary of the Battle of Mons. Your third fell from a moving vehicle. Your fourth took an overdose on the eve of his retirement from Sadler's Wells. Your fifth and sixth husbands disappeared. Presumed dead. Your last partner suffered a seizure three nights after marrying you. From what cause?
S1003374,P002,C0017,TRUSCOTT,,For ten years death has been persistently associated with your name.
S1003376,P002,C0017,TRUSCOTT,,"Undertakers have to mix with the dead. It's their duty. You have not that excuse. Seven husbands in less than a decade. There's something seriously wrong with your approach to marriage. I find it frightening that, undeterred by past experience, you're contemplating an eighth engagement."
S1003378,P002,C0017,TRUSCOTT,,You wear another woman's dress as though you were born to it.
S1003379,P002,C0017,TRUSCOTT,,Elementary detection. The zip is of a type worn by elderly women.
S1003381,P002,C0017,TRUSCOTT,,"I'm often mistaken for one. Most embarrassing. My wife is frequently pestered by people who are under the impression that she is a policeman's wife. She upbraids me for getting her into such scrapes.(He laughs) You recognize the daily bread of married life, I'm sure. (He chews on his pipe for a moment) When do you intend to propose to Mr Mcleavy?"
S1003383,P002,C0017,TRUSCOTT,,Anything taken in combination with yourself usually results in death.
S1003385,P002,C0017,TRUSCOTT,,That's quite in order. I want you to help me blindly without asking questions.
S1003387,P002,C0017,TRUSCOTT,,"Sign my name, then."
S1003389,P002,C0017,TRUSCOTT,,"Good gracious, what a suspicious mind you have. Sign yourself Queen Victoria. No one would tamper with her account."
S1003391,P002,C0017,TRUSCOTT,,What?
S1003394,P002,C0017,TRUSCOTT,,"Thank you, sir. I shall mention your co-operation in my next report. (He touches his hat) Good afternoon."
S1003550,P002,C0017,TRUSCOTT,,"Let me in, then, I can't hold a conversation through a keyhole. I'm a council employee. I might lose my pension."
S1003552,P002,C0017,TRUSCOTT,,You admit it? You must be very sure of yourself. Why aren't you both at the funeral? I thought you were mourners.
S1003554,P002,C0017,TRUSCOTT,,"That's a selfish attitude to take. The dead can't bury themselves, you know."
S1003557,P002,C0017,TRUSCOTT,,What for?
S1003559,P002,C0017,TRUSCOTT,,But I've already searched the house. I don't want to do it again.
S1003561,P002,C0017,TRUSCOTT,,"I'm sure the police must, but as I've already informed you, I am from the water board. And our procedure is different."
S1003563,P002,C0017,TRUSCOTT,,"I can't take your word for it, lad."
S1003565,P002,C0017,TRUSCOTT,,"Exactly. There's still a lot of routine work to be done, I can see that. Would you mind waiting outside, miss? I'd like a word with this lad alone. I'll let you know when you're wanted."
S1003567,P002,C0017,TRUSCOTT,,You don't want to spend your time with a youth like him. He's not your type. He's got five pregnancies to his credit.
S1003569,P002,C0017,TRUSCOTT,,"Maybe. But he's obviously getting into the habit of making mistakes. Where does he engender these unwanted children? There are no open spaces. The police patrol regularly. It should be next to impossible to commit the smallest act of indecency, let alone beget a child. Where does he do it?"
S1003572,P002,C0017,TRUSCOTT,,I prefer to remain anonymous for the present.
S1003574,P002,C0017,TRUSCOTT,,I'm not a practising Christian.
S1003576,P002,C0017,TRUSCOTT,,No.
S1003578,P002,C0017,TRUSCOTT,,"I'd like to help him, but I'm not prepared to admit to any name other than my own."
S1003590,P002,C0017,TRUSCOTT,,Whose was it before?
S1003592,P002,C0017,TRUSCOTT,,A word of warning. Don't take the mickey. You'll make me angry. (He smiles) O.K.?
S1003594,P002,C0017,TRUSCOTT,,What sex is it?
S1003596,P002,C0017,TRUSCOTT,,Splendid. Excellently put.
S1003598,P002,C0017,TRUSCOTT,,"Yes, a tailor's dummy provided with evidence of sex would fill the mind of the average magistrate with misgiving. Why is it wrapped?"
S1003601,P002,C0017,TRUSCOTT,,What part?
S1003603,P002,C0017,TRUSCOTT,,Is this dummy a frequent visitor to exhibitions?
S1003605,P002,C0017,TRUSCOTT,,When is the object's outing to take place?
S1003607,P002,C0017,TRUSCOTT,,The treat has been cancelled?
S1003609,P002,C0017,TRUSCOTT,,Why?
S1003611,P002,C0017,TRUSCOTT,,I can believe that. From all I've heard of your friend I'd say he was quite capable of disappointing a tailor's dummy.
S1003613,P002,C0017,TRUSCOTT,,Sounds a reasonable explanation. Quite reasonable.
S1003614,P002,C0017,TRUSCOTT,,"Can you confirm that, miss?"
S1003617,P002,C0017,TRUSCOTT,,Do you seriously expect me to believe that? A man of your age behaving like a child? What was your mate doing on Saturday night?
S1003619,P002,C0017,TRUSCOTT,,You'll tell me next he was sleeping.
S1003622,P002,C0017,TRUSCOTT,,Why do you make such stupid remarks?
S1003624,P002,C0017,TRUSCOTT,,What proof have I that you're stupid. Give me an example of your stupidity.
S1003626,P002,C0017,TRUSCOTT,,Why not? I don't believe you're stupid at all.
S1003629,P002,C0017,TRUSCOTT,,But he is stupid. He's just admitted it. He must be the stupidest criminal in England. Unless – (He regards Hal with mounting suspicion) – unless he's the cleverest. What was your motive in confessing to the bank job?
S1003631,P002,C0017,TRUSCOTT,,But you've proved the opposite.
S1003634,P002,C0017,TRUSCOTT,,They can in certain circumstances.
S1003636,P002,C0017,TRUSCOTT,,I'm not prepared to reveal the inner secrets of the water board to a member of the general public. (To Hal) Where's the money?
S1003637,P002,C0017,TRUSCOTT,,Who's burying it?
S1003638,P002,C0017,TRUSCOTT,,Come here! Come here!
S1003640,P002,C0017,TRUSCOTT,,All right then. As long as we know.
S1003642,P002,C0017,TRUSCOTT,,"I'm not impressed by his sex, miss. (To Hal) I asked for the truth."
S1003644,P002,C0017,TRUSCOTT,,"Understand this, lad. You can't get away with cheek. Kids nowadays treat any kind of authority as a challenge. We'll challenge you. If you oppose me in my duty, I'll kick those teeth through the back of your head. Is that clear?"
S1003648,P002,C0017,TRUSCOTT,,Don't lie to me!
S1003650,P002,C0017,TRUSCOTT,,Where's the money?
S1003652,P002,C0017,TRUSCOTT,,I don't care if they're quoting the Highway Code over it. One more chance. Where is it?
S1003653,P002,C0017,TRUSCOTT,,I'll hose you down! I'll chlorinate you!
S1003656,P002,C0017,TRUSCOTT,,Has this happened before?
S1003658,P002,C0017,TRUSCOTT,,"If he's going to make a habit of it he ought to learn a sign language. (To Mcleavy) Do you understand me, sir?"
S1003659,P002,C0017,TRUSCOTT,,"What has happened, sir?"
S1003661,P002,C0017,TRUSCOTT,,I shall have to make a full report.
S1003663,P002,C0017,TRUSCOTT,,"That needn't concern you at present, sir. I shall let you know later. Now give me a full statement."
S1003671,P002,C0017,TRUSCOTT,,Surely he understood when he took on the job that he couldn't make capital out of his own death?
S1003674,P002,C0017,TRUSCOTT,,By all means. We mustn't keep a lady waiting.
S1003676,P002,C0017,TRUSCOTT,,Did you take the owner's name?
S1003678,P002,C0017,TRUSCOTT,,It all seems highly irregular. The dog will have to be destroyed.
S1003680,P002,C0017,TRUSCOTT,,I've been frightened myself on occasions. I've never bitten anyone. These people should learn to control their pets.
S1003682,P002,C0017,TRUSCOTT,,She sounds an unstable kind of person to me.
S1003693,P002,C0017,TRUSCOTT,,I must ask you to remain where you are. No one is to leave without my permission.
S1003695,P002,C0017,TRUSCOTT,,"When you disobey my orders, sir, you make my job doubly difficult."
S1003697,P002,C0017,TRUSCOTT,,You'd be considerably happier if you allowed me to do my duty without asking questions.
S1003699,P002,C0017,TRUSCOTT,,"I'm an official of the Metropolitan Water Board, sir, as I've already told you."
S1003701,P002,C0017,TRUSCOTT,,Not if the citizens are law abiding.
S1003703,P002,C0017,TRUSCOTT,,"I don't propose to argue hypothetical cases with you, sir. Remain where you are till further notice."
S1003705,P002,C0017,TRUSCOTT,,That is as may be. I've no power to prevent you.
S1003707,P002,C0017,TRUSCOTT,,I can't allow you to do that. It would be contrary to regulations. We've no case against you.
S1003709,P002,C0017,TRUSCOTT,,Only if some responsible person accompanies him.
S1003711,P002,C0017,TRUSCOTT,,What proof have I that I'm a responsible person?
S1003713,P002,C0017,TRUSCOTT,,"That is perfectly correct. In which case I shall accompany you, sir. Come with me."
S1003737,P002,C0017,TRUSCOTT,,You'll find a policeman outside. He will accompany you. Off you go.
S1003740,P002,C0017,TRUSCOTT,,I'm nervous as well. I'll be company for him —
S1003742,P002,C0017,TRUSCOTT,,He'll have to come to terms with his psychological peculiarity. Out you go!
S1003744,P002,C0017,TRUSCOTT,,What for?
S1003746,P002,C0017,TRUSCOTT,,"The theft of an article of clothing is excusable. But policemen, like red squirrels, must be protected. You were rightly convicted. What do you know of paternity orders?"
S1003748,P002,C0017,TRUSCOTT,,Don't try to evade the issue. How many women have you made pregnant?
S1003750,P002,C0017,TRUSCOTT,,You scatter your seed along the pavements without regard to age or sex. (He taps the corpse) What are you doing with this? Have you taken up sewing?
S1003752,P002,C0017,TRUSCOTT,,Why?
S1003754,P002,C0017,TRUSCOTT,,Don't try to pull the wool over my eyes. I've been told the whole pathetic story. You ought to be ashamed of yourself
S1003755,P002,C0017,TRUSCOTT,,I wish you were. Unfortunately what you've done isn't illegal.
S1003756,P002,C0017,TRUSCOTT,,There never was any law.
S1003758,P002,C0017,TRUSCOTT,,What for?
S1003760,P002,C0017,TRUSCOTT,,That is against the law.
S1003762,P002,C0017,TRUSCOTT,,It still is.
S1003764,P002,C0017,TRUSCOTT,,Who told you that?
S1003766,P002,C0017,TRUSCOTT,,When?
S1003768,P002,C0017,TRUSCOTT,,You talk like a judge.
S1003770,P002,C0017,TRUSCOTT,,I'm not impressed by your fine friends.
S1003772,P002,C0017,TRUSCOTT,,Where's it buried?
S1003774,P002,C0017,TRUSCOTT,,Your mate says it's been buried.
S1003775,P002,C0017,TRUSCOTT,,A very intelligent reply. You're an honest lad. (He smiles and puts an arm around Dennis’s shoulders) Are you prepared to co-operate with me? I'll see you're all right.
S1003776,P002,C0017,TRUSCOTT,,I'm not a policeman.
S1003778,P002,C0017,TRUSCOTT,,No. I'm from the Metropolitan Water Board.
S1003780,P002,C0017,TRUSCOTT,,I don't remember doing so.
S1003782,P002,C0017,TRUSCOTT,,What were you doing down the station?
S1003783,P002,C0017,TRUSCOTT,,What were you suspected of?
S1003785,P002,C0017,TRUSCOTT,,And you complain you were beaten?
S1003787,P002,C0017,TRUSCOTT,,Did you tell anyone?
S1003789,P002,C0017,TRUSCOTT,,Who?
S1003791,P002,C0017,TRUSCOTT,,What did he say?
S1003793,P002,C0017,TRUSCOTT,,Why not?
S1003795,P002,C0017,TRUSCOTT,,"I hope you're prepared to substantiate these accusations, lad. What evidence have you?"
S1003797,P002,C0017,TRUSCOTT,,What is the official version of those?
S1003799,P002,C0017,TRUSCOTT,,I can see nothing unreasonable in that. You want to watch yourself. Making unfounded allegations. You'll find yourself in serious trouble.
S1003802,P002,C0017,TRUSCOTT,,My men did.
S1003803,P002,C0017,TRUSCOTT,,I've disconnected the telephone.
S1003805,P002,C0017,TRUSCOTT,,You always begin your sentences with ‘Why?’ Did they teach you to at school?
S1003807,P002,C0017,TRUSCOTT,,"I'm not in a position to say, sir."
S1003809,P002,C0017,TRUSCOTT,,Less of that. I must ask you to respect my cloth.
S1003811,P002,C0017,TRUSCOTT,,My name is Truscott.
S1003813,P002,C0017,TRUSCOTT,,I've warned you already about leaving this room. Do as you're told or take the consequences.
S1003815,P002,C0017,TRUSCOTT,,I can't allow you to do that.
S1003817,P002,C0017,TRUSCOTT,,I must disagree. I'm acting under orders.
S1003819,P002,C0017,TRUSCOTT,,My superior officer's.
S1003821,P002,C0017,TRUSCOTT,,"If you don't control yourself, I shall have to caution you."
S1003823,P002,C0017,TRUSCOTT,,"If you'll give me your undivided attention for a few moments, sir, I promise you we'll have this whole case sorted out. It isn't a game we're playing. It's my duty, and I must do it to the best of my ability."
S1003825,P002,C0017,TRUSCOTT,,Why? Did it need the air?
S1003827,P002,C0017,TRUSCOTT,,This isn't the garage. What do you mean by bringing it back into this room?
S1003829,P002,C0017,TRUSCOTT,,I'm sure he has no particular aversion to sharing a garage with a tailor's dummy.
S1003831,P002,C0017,TRUSCOTT,,What possible objection could there be to an officer undressing a dummy?
S1003835,P002,C0017,TRUSCOTT,,Why?
S1003837,P002,C0017,TRUSCOTT,,Has its value increased during the last few minutes?
S1003839,P002,C0017,TRUSCOTT,,"If it's your usual custom to encourage young men to run up and down garden paths with tailor's dummies, you must be stopped from exercising such arbitrary power."
S1003841,P002,C0017,TRUSCOTT,,"Really, miss, your relationship with that object verges on the criminal. Has no one in this house any normal feelings? I've never come across such people. If there's any more of it, I shall arrest the lot of you."
S1003843,P002,C0017,TRUSCOTT,,"You must have realized by now, sir, that I am not from the water board?"
S1003845,P002,C0017,TRUSCOTT,,"Any deception I practised was never intended to deceive you, sir. You are – if I may say so – an intelligent man. (He laughs to himself) You saw through my disguise at once. It was merely a ruse to give me time to review the situation. To get my bearings on a very tricky assignment. Or two tricky assignments. As you will shortly realize. (He smiles and bows to Mcleavy) You have before you a man who is quite a personage in his way – Truscott of the Yard. Have you never heard of Truscott? The man who tracked down the limbless girl killer? Or was that sensation before your time?"
S1003847,P002,C0017,TRUSCOTT,,She was the killer.
S1003849,P002,C0017,TRUSCOTT,,I'm not prepared to answer that question to anyone outside the profession. We don't want a carbon-copy murder on our hands. (To Mcleavy) Do you realize what I'm doing here?
S1003851,P002,C0017,TRUSCOTT,,"That is as it should be. The process by which the police arrive at the solution to a mystery is, in itself, a mystery. We've reason to believe that a number of crimes have been committed under your roof. There was no legal excuse for a warrant. We had no proof. However, the water board doesn't need a warrant to enter private houses. And so I availed myself of this loophole in the law. It's for your own good that Authority behaves in this seemingly alarming way. (With a smile) Does my explanation satisfy you?"
S1003853,P002,C0017,TRUSCOTT,,Good. I shall proceed to bring the crimes to light. Beginning with the least important.
S1003855,P002,C0017,TRUSCOTT,,Murder.
S1003856,P002,C0017,TRUSCOTT,,"Yes, murder. (To Mcleavy) Your wife passed away three days ago? What did she die of?"
S1003858,P002,C0017,TRUSCOTT,,Reading isn't an occupation we encourage among police officers. We try to keep the paper work down to a minimum. (To Mcleavy) Have you no grumble at the way your wife died?
S1003860,P002,C0017,TRUSCOTT,,"You're easily satisfied, I see. I am not."
S1003862,P002,C0017,TRUSCOTT,,So I understand. But he'd just come from diagnosing a most unusual pregnancy. His mind was so occupied by the nature of the case that he omitted to take all factors into consideration and signed in a fuzz of scientific disbelief. Has anyone seen Mrs Mcleavy since she died?
S1003864,P002,C0017,TRUSCOTT,,Can all of you swear you've had no commerce with the dead?
S1003866,P002,C0017,TRUSCOTT,,That's a pity. It would have considerably simplified my task if you had been.
S1003868,P002,C0017,TRUSCOTT,,Was her fate discussed?
S1003875,P002,C0017,TRUSCOTT,,Was anyone with her at the end?(To Hal) Were you?
S1003877,P002,C0017,TRUSCOTT,,Was she uneasy? Did she leave no last message?
S1003879,P002,C0017,TRUSCOTT,,Was this her usual custom?
S1003881,P002,C0017,TRUSCOTT,,Not to the best of your knowledge. Though I've no doubt our information isn't as up to date as we supposed. Did she whisper no last words? As you bent to kiss her cheek before she expired?
S1003883,P002,C0017,TRUSCOTT,,Which?
S1003885,P002,C0017,TRUSCOTT,,Was it a metaphor?
S1003887,P002,C0017,TRUSCOTT,,"Apart from Bibles, which are notorious for broken bindings, there is this – The Trial of Phyllis McMahon. Nurse accused of murdering her patient."
S1003889,P002,C0017,TRUSCOTT,,"Yes, most unflattering, isn't it? They always choose the worst. I cannot get them to print a decent picture."
S1003891,P002,C0017,TRUSCOTT,,Unfortunately not. Someone has torn every picture of the nurse from the book.
S1003892,P002,C0017,TRUSCOTT,,"Unfortunately not. Someone has torn every picture of the nurse from the book.
Once again he turns his piercing gaze upon Fay; she looks uncomfortable
However, we have something equally damning – the handwriting of the accused.
He opens the book at a page of handwriting
And here – (Triumphantly he takes a sheet of paper from his pocket) – the evidence on which I propose to convict: a recent specimen of the handwriting of your late wife's nurse. Identical in every respect."
S1003893,P002,C0017,TRUSCOTT,,One of her many aliases.
S1003895,P002,C0017,TRUSCOTT,,"Two very simple reasons. I conduct my cases under an assumed voice and I am a master of disguise. (He takes off his hat) You see – a complete transformation. (To Mcleavy) You've had a lucky escape, sir. You'd've been the victim of a murder bid inside a month. We've had the tabs on her for years. Thirteen fatal accidents, two cases of suspected fish poisoning. One unexplained disappearance. She's practised her own form of genocide for a decade and called it nursing."
S1003896,P002,C0017,TRUSCOTT,,At the George V hospital in Holyhead eighty-seven people died within a week. How do you explain that?
S1003898,P002,C0017,TRUSCOTT,,"They had a right to live, same as anybody else."
S1003900,P002,C0017,TRUSCOTT,,How many innocents did you massacre – Phyllis?
S1003902,P002,C0017,TRUSCOTT,,I fail to see why you choose to cloak the episode in mystery. You can't escape.
S1003904,P002,C0017,TRUSCOTT,,We can't accept the evidence of a ghost. The problems posed would be insuperable.
